task_id,step_index,split,decision,variant,image_path,step_instruction,multi_element_instruction,target_coordinates,target_bounding_box,nearest_element_text,nearest_element_relative_position,nearest_element_tag,nearest_element_distance,nearest_element_bounding_box,Unnamed: 15
613e8978-220a-414b-99b2-ffea08ee8c3e,4,test_website_style,keep,style,run_20251112_005341_test_website_style/613e8978-220a-414b-99b2-ffea08ee8c3e/screenshots/step_4_click.png,Click on the checkbox for 'Golden Circle',Click on the checkbox above 'Floor',"(1648, 797)","[1636, 785.3125, 24, 24]",Floor,"[""above""]",span,32.8618165477261,"[1636, 818.40625, 38.953125, 18]",
613e8978-220a-414b-99b2-ffea08ee8c3e,4,test_website_style,keep,text_shrink,run_20251113_005230_test_website_text_shrink/613e8978-220a-414b-99b2-ffea08ee8c3e/screenshots/step_4_click.png,Click on the checkbox for 'Golden Circle',Click on the checkbox above 'Floor',"(1892, 616)","[1880, 604, 24, 24]",,"[""above""]",span,40.0,"[1880, 644, 24, 24]",
628e5ce1-d601-4faa-9d32-a58af9100993,0,test_task_style,keep,original,run_20251112_005055_test_task_original/628e5ce1-d601-4faa-9d32-a58af9100993/screenshots/step_0_click.png,"Click on 'June 12, 2023' button",Click on the button above 'June 19 2023',"(1122, 488)","[1105, 468, 34, 40]",19,"[""above""]",div,48.0,"[1105, 516, 34, 40]",
628e5ce1-d601-4faa-9d32-a58af9100993,0,test_task_style,keep,precision,run_20251112_005206_test_task_precision/628e5ce1-d601-4faa-9d32-a58af9100993/screenshots/step_0_click.png,"Click on 'June 12, 2023' button",Click on the button above 'June 19 2023',"(1361, 342)","[1349.4906005859375, 327.6000061035156, 23.800048828125, 28]",19,"[""above""]",div,33.5999755859375,"[1349.4906005859375, 361.1999816894531, 23.800048828125, 28]",
628e5ce1-d601-4faa-9d32-a58af9100993,0,test_task_style,keep,style,run_20251112_005316_test_task_style/628e5ce1-d601-4faa-9d32-a58af9100993/screenshots/step_0_click.png,"Click on 'June 12, 2023' button",Click on the button above 'June 19 2023',"(1122, 489)","[1105, 468.6875, 34, 40]",19,"[""above""]",div,48.0,"[1105, 516.6875, 34, 40]",
628e5ce1-d601-4faa-9d32-a58af9100993,0,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/628e5ce1-d601-4faa-9d32-a58af9100993/screenshots/step_0_click.png,"Click on 'June 12, 2023' button",Click on the button above 'June 19 2023',"(1122, 488)","[1105, 468, 34, 40]",19,"[""above""]",div,48.0,"[1105, 516, 34, 40]",
631b0391-797f-486b-a098-ec5d6a73d1fe,3,test_domain_original,keep,original,run_20251112_004959_test_domain_original/631b0391-797f-486b-a098-ec5d6a73d1fe/screenshots/step_3_type.png,Type 'diabetes' in 'Search group name or keyword' searchbox,Type ‘diabetes’ in the search box below ‘My Groups’,"(743, 433)","[382.21875, 410.921875, 722.203125, 45]",My Groups,"[""below""]",span,183.143752539469,"[680.125, 239.75, 76.28125, 24.5]",
631b0391-797f-486b-a098-ec5d6a73d1fe,3,test_domain_original,keep,precision,run_20251112_005144_test_domain_precision/631b0391-797f-486b-a098-ec5d6a73d1fe/screenshots/step_3_type.png,Type 'diabetes' in 'Search group name or keyword' searchbox,Type ‘diabetes’ in the search box below ‘My Groups’,"(808, 324)","[555.5484008789062, 308.64532470703125, 505.54217529296875, 31.499969482421875]",My Groups,"[""below""]",span,128.20062395583,"[764.0828247070312, 188.8249969482422, 53.3968505859375, 17.149993896484375]",
631b0391-797f-486b-a098-ec5d6a73d1fe,3,test_domain_original,keep,style,run_20251112_005301_test_domain_style/631b0391-797f-486b-a098-ec5d6a73d1fe/screenshots/step_3_type.png,Type 'diabetes' in 'Search group name or keyword' searchbox,Type ‘diabetes’ in the search box below ‘My Groups’,"(743, 441)","[382.21875, 419.921875, 722.203125, 42.34375]",My Bookmarks,"[""below""]",span,191.822130465513,"[703.328125, 237.75, 92.578125, 24.5]",
631b0391-797f-486b-a098-ec5d6a73d1fe,3,test_domain_original,keep,text_shrink,run_20251113_005132_test_domain_text_shrink/631b0391-797f-486b-a098-ec5d6a73d1fe/screenshots/step_3_type.png,Type 'diabetes' in 'Search group name or keyword' searchbox,Type ‘diabetes’ in the search box below ‘My Groups’,"(743, 424)","[382.21875, 401.0625, 722.203125, 45]",Discover,"[""below""]",span,173.710936094558,"[711.234375, 240.375, 49.8125, 19.25]",
640e0425-bceb-45ff-ba4d-dbc5b62e31d5,3,test_task_style,keep,original,run_20251112_005055_test_task_original/640e0425-bceb-45ff-ba4d-dbc5b62e31d5/screenshots/step_3_click.png,Click on 'SEARCH' button,Click on the button below 'SIGN UP',"(1422, 86)","[1380.578125, 68, 82.421875, 36]",SIGN UP,"[""below""]",span,64.9930153248457,"[1408.765625, 15.5, 61.703125, 16]",
640e0425-bceb-45ff-ba4d-dbc5b62e31d5,3,test_task_style,keep,precision,run_20251112_005206_test_task_precision/640e0425-bceb-45ff-ba4d-dbc5b62e31d5/screenshots/step_3_click.png,Click on 'SEARCH' button,Click on the button below 'SIGN UP',"(1283, 60)","[1254.4000244140625, 47.599998474121094, 57.6953125, 25.199996948242188]",SIGN UP,"[""below""]",span,45.4951046276238,"[1274.1312255859375, 10.850000381469727, 43.1922607421875, 11.19999885559082]",
640e0425-bceb-45ff-ba4d-dbc5b62e31d5,3,test_task_style,keep,style,run_20251112_005316_test_task_style/640e0425-bceb-45ff-ba4d-dbc5b62e31d5/screenshots/step_3_click.png,Click on 'SEARCH' button,Click on the button below 'SIGN UP',"(1421, 86)","[1383.625, 68, 75.375, 36]",SIGN UP,"[""below""]",span,64.0796947198613,"[1405.890625, 15.5, 61.46875, 16]",
640e0425-bceb-45ff-ba4d-dbc5b62e31d5,3,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/640e0425-bceb-45ff-ba4d-dbc5b62e31d5/screenshots/step_3_click.png,Click on 'SEARCH' button,Click on the button below 'SIGN UP',"(1426, 86)","[1388.953125, 68, 74.046875, 36]",SIGN UP,"[""below""]",span,70.8198574516544,"[1365.953125, 16.5, 53.4375, 13]",
659e07c8-c514-4767-9ff0-828790fbda2d,0,test_website_style,keep,original,run_20251112_005125_test_website_original/659e07c8-c514-4767-9ff0-828790fbda2d/screenshots/step_0_click.png,Click on 'Tripadvisor Sort' button,Click on the button above 'Learn more' link,"(1482, 417)","[1425.671875, 407, 112.328125, 20]",Learn more.,"[""above""]",a,75.4948065784164,"[1511.296875, 453.34375, 64.703125, 14]",
659e07c8-c514-4767-9ff0-828790fbda2d,0,test_website_style,keep,precision,run_20251112_005233_test_website_precision/659e07c8-c514-4767-9ff0-828790fbda2d/screenshots/step_0_click.png,Click on 'Tripadvisor Sort' button,Click on the button above 'Learn more' link,"(1325, 292)","[1285.965576171875, 284.8999938964844, 78.6297607421875, 14]",Learn more.,"[""above""]",a,52.8463440975889,"[1345.903076171875, 317.3406066894531, 45.292236328125, 9.79998779296875]",
659e07c8-c514-4767-9ff0-828790fbda2d,0,test_website_style,keep,style,run_20251112_005341_test_website_style/659e07c8-c514-4767-9ff0-828790fbda2d/screenshots/step_0_click.png,Click on 'Tripadvisor Sort' button,Click on the button above 'Learn more' link,"(1457, 439)","[1380.375, 430, 153.625, 18]",Learn more.,"[""above""]",a,92.6128231389456,"[1496.78125, 479, 79.21875, 16]",
659e07c8-c514-4767-9ff0-828790fbda2d,0,test_website_style,keep,text_shrink,run_20251113_005230_test_website_text_shrink/659e07c8-c514-4767-9ff0-828790fbda2d/screenshots/step_0_click.png,Click on 'Tripadvisor Sort' button,Click on the button above 'Learn more' link,"(1492, 419)","[1446.71875, 409, 91.28125, 20]",Learn more.,"[""above""]",a,69.0947057967586,"[1516.6875, 456.125, 59.3125, 12]",
6679ce8e-6061-4880-954a-12c56158543e,14,test_task_style,keep,original,run_20251112_005055_test_task_original/6679ce8e-6061-4880-954a-12c56158543e/screenshots/step_14_click.png,Click on 'APPLY' button,Click on the button to the right of 'CLEAR ALL',"(1485, 540)","[1420.8125, 517.8046875, 128, 44.390625]",AC Hotels (0),"[""near""]",li,74.274413747923,"[1331, 468.0703125, 176, 75]",
6679ce8e-6061-4880-954a-12c56158543e,14,test_task_style,keep,precision,run_20251112_005206_test_task_precision/6679ce8e-6061-4880-954a-12c56158543e/screenshots/step_14_click.png,Click on 'APPLY' button,Click on the button to the right of 'CLEAR ALL',"(1327, 254)","[1282.5640869140625, 238, 89.5999755859375, 31.07342529296875]",All Filters,"[""near""]",a,32.8186151447102,"[1301.4202880859375, 203.6999969482422, 69.34375, 36.399993896484375]",
6679ce8e-6061-4880-954a-12c56158543e,14,test_task_style,keep,style,run_20251112_005316_test_task_style/6679ce8e-6061-4880-954a-12c56158543e/screenshots/step_14_click.png,Click on 'APPLY' button,Click on the button to the right of 'CLEAR ALL',"(1487, 540)","[1448.84375, 517.8046875, 76.5, 44.390625]",Clear All,"[""right""]",button,102.0,"[1338.71875, 518.7890625, 96.71875, 44.390625]",
6679ce8e-6061-4880-954a-12c56158543e,14,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/6679ce8e-6061-4880-954a-12c56158543e/screenshots/step_14_click.png,Click on 'APPLY' button,Click on the button to the right of 'CLEAR ALL',"(1485, 540)","[1420.8125, 519.53125, 128, 40.9375]",AC Hotels (0),"[""near""]",li,73.4067505437383,"[1331, 469.984375, 176, 75]",
68c320f1-cf4e-416d-b375-c6ffe37ed145,5,test_task_style,keep,original,run_20251112_005055_test_task_original/68c320f1-cf4e-416d-b375-c6ffe37ed145/screenshots/step_5_select.png,Select '2012' in '2024' select,Select '2012' in the select to the right of '1992' select,"(580, 540)","[514.6875, 516.0, 130, 48]",Fuel Economy (MPG Combined),"[""above""]",div,104.315102573884,"[396, 609.0, 226.625, 16]",
68c320f1-cf4e-416d-b375-c6ffe37ed145,5,test_task_style,keep,precision,run_20251112_005206_test_task_precision/68c320f1-cf4e-416d-b375-c6ffe37ed145/screenshots/step_5_select.png,Select '2012' in '2024' select,Select '2012' in the select to the right of '1992' select,"(694, 540)","[648.2765502929688, 523.2000122070312, 91, 33.5999755859375]",Fuel Economy (MPG Combined),"[""above""]",div,73.0205549434182,"[565.1953125, 588.2999877929688, 158.63751220703125, 11.20001220703125]",
68c320f1-cf4e-416d-b375-c6ffe37ed145,5,test_task_style,keep,style,run_20251112_005316_test_task_style/68c320f1-cf4e-416d-b375-c6ffe37ed145/screenshots/step_5_select.png,Select '2012' in '2024' select,Select '2012' in the select to the right of '1992' select,"(580, 540)","[514.6875, 512.0, 130, 56]",Fuel Economy (MPG Combined),"[""above""]",div,134.260497181843,"[376.875, 601.421875, 226.625, 16]",
68c320f1-cf4e-416d-b375-c6ffe37ed145,5,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/68c320f1-cf4e-416d-b375-c6ffe37ed145/screenshots/step_5_select.png,Select '2012' in '2024' select,Select '2012' in the select to the right of '1992' select,"(577, 540)","[512.1875, 516.0, 130, 48]",Fuel Economy (MPG Combined),"[""above""]",div,102.64509547465,"[396, 609.0, 226.625, 16]",
68ce1cf5-6292-42cd-82fc-eb03fddf5d88,2,test_domain_original,keep,original,run_20251112_004959_test_domain_original/68ce1cf5-6292-42cd-82fc-eb03fddf5d88/screenshots/step_2_click.png,Click on 'Similar names to Carl scroll down to item' link,Click on the link above ‘Baby name lists including Carl’,"(494, 540)","[398.21875, 530.5, 192.25, 19]",Baby name lists including Carl,"[""above""]",a,55.7134594419363,"[398.21875, 572.421875, 265.640625, 19]",
68ce1cf5-6292-42cd-82fc-eb03fddf5d88,2,test_domain_original,keep,precision,run_20251112_005144_test_domain_precision/68ce1cf5-6292-42cd-82fc-eb03fddf5d88/screenshots/step_2_click.png,Click on 'Similar names to Carl scroll down to item' link,Click on the link above ‘Baby name lists including Carl’,"(634, 483)","[566.7484130859375, 476.0359191894531, 134.57501220703125, 13.300018310546875]",Baby name lists including Carl,"[""above""]",a,38.9994204582075,"[566.7484130859375, 505.3812561035156, 185.94842529296875, 13.300018310546875]",
68ce1cf5-6292-42cd-82fc-eb03fddf5d88,2,test_domain_original,keep,style,run_20251112_005301_test_domain_style/68ce1cf5-6292-42cd-82fc-eb03fddf5d88/screenshots/step_2_click.png,Click on 'Similar names to Carl scroll down to item' link,Click on the link above ‘Baby name lists including Carl’,"(499, 540)","[401.9375, 530.0, 194.796875, 20]",Baby name lists including Carl,"[""above""]",a,54.2034155188236,"[401.9375, 571.921875, 263.515625, 20]",
68ce1cf5-6292-42cd-82fc-eb03fddf5d88,2,test_domain_original,keep,text_shrink,run_20251113_005132_test_domain_text_shrink/68ce1cf5-6292-42cd-82fc-eb03fddf5d88/screenshots/step_2_click.png,Click on 'Similar names to Carl scroll down to item' link,Click on the link above ‘Baby name lists including Carl’,"(467, 540)","[398.21875, 533.0, 136.859375, 14]",Baby name lists including Carl,"[""above""]",a,47.2284848916017,"[398.21875, 572.921875, 187.328125, 14]",
697f9915-795a-40a6-8ed2-6a4a0324e3e9,1,test_domain_original,keep,original,run_20251112_004959_test_domain_original/697f9915-795a-40a6-8ed2-6a4a0324e3e9/screenshots/step_1_click.png,Click on 'Search Events Calendar' button,Click on the button below 'Obedience Regional Events',"(864, 518)","[761, 504.09375, 206.3125, 28]",VIEW EVENTS,"[""above""]",a,50.2266499940909,"[761, 543.09375, 176.734375, 46]",
697f9915-795a-40a6-8ed2-6a4a0324e3e9,1,test_domain_original,keep,precision,run_20251112_005144_test_domain_precision/697f9915-795a-40a6-8ed2-6a4a0324e3e9/screenshots/step_1_click.png,Click on 'Search Events Calendar' button,Click on the button below 'Obedience Regional Events',"(893, 363)","[820.6953125, 352.8656311035156, 144.41876220703125, 19.5999755859375]",VIEW EVENTS,"[""above""]",a,35.1586644231172,"[820.6953125, 380.1656188964844, 123.71405029296875, 32.20001220703125]",
697f9915-795a-40a6-8ed2-6a4a0324e3e9,1,test_domain_original,keep,style,run_20251112_005301_test_domain_style/697f9915-795a-40a6-8ed2-6a4a0324e3e9/screenshots/step_1_click.png,Click on 'Search Events Calendar' button,Click on the button below 'Obedience Regional Events',"(907, 540)","[775.265625, 526.0, 264.046875, 28]",VIEW EVENTS,"[""above""]",a,88.7728087438131,"[775.265625, 595.0, 181.140625, 47]",
697f9915-795a-40a6-8ed2-6a4a0324e3e9,1,test_domain_original,keep,text_shrink,run_20251113_005132_test_domain_text_shrink/697f9915-795a-40a6-8ed2-6a4a0324e3e9/screenshots/step_1_click.png,Click on 'Search Events Calendar' button,Click on the button below 'Obedience Regional Events',"(844, 506)","[761, 494.875, 165.046875, 22.390625]",VIEW EVENTS,"[""above""]",a,42.8163732851004,"[761, 527.875, 155.59375, 41.5]",
698f3edc-eb67-4d04-8b9f-99f85b77029f,2,test_domain_original,keep,original,run_20251112_004959_test_domain_original/698f3edc-eb67-4d04-8b9f-99f85b77029f/screenshots/step_2_click.png,Click on 'A bowl of strawberries on a red two tone backgroun...' img,Click on the img above 'Recalls Costco Frozen Strawberries Recalled Due to Potential Hepatitis Contamination,"(532, 540)","[350, 419.0, 364, 242]",,"[""above""]",div,164.6875,"[350, 704.6875, 364, 0]",
698f3edc-eb67-4d04-8b9f-99f85b77029f,2,test_domain_original,keep,precision,run_20251112_005144_test_domain_precision/698f3edc-eb67-4d04-8b9f-99f85b77029f/screenshots/step_2_click.png,Click on 'A bowl of strawberries on a red two tone backgroun...' img,Click on the img above 'Recalls Costco Frozen Strawberries Recalled Due to Potential Hepatitis Contamination,"(660, 540)","[532.9953002929688, 455.3000183105469, 254.79998779296875, 169.39996337890625]",,"[""above""]",div,115.281280517578,"[532.9953002929688, 655.2812805175781, 254.79998779296875, 0]",
698f3edc-eb67-4d04-8b9f-99f85b77029f,2,test_domain_original,keep,style,run_20251112_005301_test_domain_style/698f3edc-eb67-4d04-8b9f-99f85b77029f/screenshots/step_2_click.png,Click on 'A bowl of strawberries on a red two tone backgroun...' img,Click on the img above 'Recalls Costco Frozen Strawberries Recalled Due to Potential Hepatitis Contamination,"(534, 540)","[353, 419.671875, 362, 240.65625]",,"[""above""]",div,164.03125,"[353, 704.03125, 362, 0]",
698f3edc-eb67-4d04-8b9f-99f85b77029f,2,test_domain_original,keep,text_shrink,run_20251113_005132_test_domain_text_shrink/698f3edc-eb67-4d04-8b9f-99f85b77029f/screenshots/step_2_click.png,Click on 'A bowl of strawberries on a red two tone backgroun...' img,Click on the img above 'Recalls Costco Frozen Strawberries Recalled Due to Potential Hepatitis Contamination,"(532, 540)","[350, 419.0, 364, 242]",,"[""above""]",div,164.6875,"[350, 704.6875, 364, 0]",
6accc593-0fed-47f4-a021-42eed5f94ee7,1,test_website_style,keep,original,run_20251112_005125_test_website_original/6accc593-0fed-47f4-a021-42eed5f94ee7/screenshots/step_1_click.png,Click on 'Gifts' link,Click on the link to the left of 'Trending',"(1432, 153)","[1416.046875, 139, 31.359375, 28]",,"[""below""]",button,19.9855676075926,"[1416.046875, 139, 1, 1]",
6accc593-0fed-47f4-a021-42eed5f94ee7,1,test_website_style,keep,precision,run_20251112_005233_test_website_precision/6accc593-0fed-47f4-a021-42eed5f94ee7/screenshots/step_1_click.png,Click on 'Gifts' link,Click on the link to the left of 'Trending',"(1290, 107)","[1279.2281494140625, 97.29999542236328, 21.9515380859375, 19.600006103515625]",,"[""below""]",button,13.9899056044169,"[1279.2281494140625, 97.29999542236328, 0.699951171875, 0.7000045776367188]",
6accc593-0fed-47f4-a021-42eed5f94ee7,1,test_website_style,keep,style,run_20251112_005341_test_website_style/6accc593-0fed-47f4-a021-42eed5f94ee7/screenshots/step_1_click.png,Click on 'Gifts' link,Click on the link to the left of 'Trending',"(1430, 158)","[1414.125, 144, 31.890625, 29]",,"[""below""]",button,19.0298147678231,"[1415.5, 144.6875, 1, 1]",
6accc593-0fed-47f4-a021-42eed5f94ee7,1,test_website_style,keep,text_shrink,run_20251113_005230_test_website_text_shrink/6accc593-0fed-47f4-a021-42eed5f94ee7/screenshots/step_1_click.png,Click on 'Gifts' link,Click on the link to the left of 'Trending',"(1434, 153)","[1421.21875, 139, 24.640625, 28]",,"[""below""]",button,17.5704236601642,"[1421.21875, 139, 1, 1]",
6accc593-0fed-47f4-a021-42eed5f94ee7,8,test_website_style,keep,original,run_20251112_005125_test_website_original/6accc593-0fed-47f4-a021-42eed5f94ee7/screenshots/step_8_click.png,Click on '50' button,Click on the button to the right of '10',"(1218, 167)","[1176.984375, 143, 83, 48]",Enter Custom Value,"[""above""]",label,102.395546291773,"[1093.984375, 238, 123.71875, 20]",
6accc593-0fed-47f4-a021-42eed5f94ee7,8,test_website_style,keep,precision,run_20251112_005233_test_website_precision/6accc593-0fed-47f4-a021-42eed5f94ee7/screenshots/step_8_click.png,Click on '50' button,Click on the button to the right of '10',"(1141, 120)","[1111.8843994140625, 103.69999694824219, 58.0999755859375, 33.59999084472656]",Enter Custom Value,"[""above""]",label,71.6769308314171,"[1053.7843017578125, 170.1999969482422, 86.6031494140625, 14]",
6accc593-0fed-47f4-a021-42eed5f94ee7,8,test_website_style,keep,style,run_20251112_005341_test_website_style/6accc593-0fed-47f4-a021-42eed5f94ee7/screenshots/step_8_click.png,Click on '50' button,Click on the button to the right of '10',"(1125, 177)","[1117.34375, 153, 15.578125, 48]",100,"[""right""]",button,27.46875,"[1085.984375, 153, 23.359375, 48]",
6accc593-0fed-47f4-a021-42eed5f94ee7,8,test_website_style,keep,text_shrink,run_20251113_005230_test_website_text_shrink/6accc593-0fed-47f4-a021-42eed5f94ee7/screenshots/step_8_click.png,Click on '50' button,Click on the button to the right of '10',"(1158, 167)","[1136.984375, 143, 43, 48]",10,"[""right""]",button,55.0,"[1081.984375, 143, 43, 48]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,0,test_task_style,keep,original,run_20251112_005055_test_task_original/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_0_click.png,Click on 'First Name' textbox,Click on the textbox above 'Email',"(1287, 540)","[1196.65625, 520.5, 180.65625, 39]",,"[""above""]",input,76.0,"[1196.65625, 596.5, 180.65625, 39]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,0,test_task_style,keep,precision,run_20251112_005206_test_task_precision/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_0_click.png,Click on 'First Name' textbox,Click on the textbox above 'Email',"(1189, 540)","[1125.6546630859375, 526.3500061035156, 126.4593505859375, 27.29998779296875]",Email,"[""above""]",label,58.1357762951038,"[1125.6546630859375, 562.0499572753906, 26.151611328125, 14.70001220703125]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,0,test_task_style,keep,style,run_20251112_005316_test_task_style/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_0_click.png,Click on 'First Name' textbox,Click on the textbox above 'Email',"(1286, 540)","[1195.65625, 520.5, 181.65625, 39]",Email,"[""above""]",label,42.0,"[1195.65625, 571.875, 181.65625, 21]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,0,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_0_click.png,Click on 'First Name' textbox,Click on the textbox above 'Email',"(1287, 540)","[1196.65625, 520.5, 180.65625, 39]",,"[""above""]",input,76.0,"[1196.65625, 596.5, 180.65625, 39]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,7,test_task_style,keep,original,run_20251112_005055_test_task_original/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_7_type.png,Type '42701' in 'ZIP Code' input,Type '42701' in the input above 'Submit' button,"(1071, 146)","[999.828125, 127, 143.15625, 39]",,"[""above""]",span,76.9681362262373,"[1104.5, 209, 7.78125, 10]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,7,test_task_style,keep,precision,run_20251112_005206_test_task_precision/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_7_type.png,Type '42701' in 'ZIP Code' input,Type '42701' in the input above 'Submit' button,"(1038, 103)","[987.875, 88.9000015258789, 100.2093505859375, 27.29999542236328]",,"[""above""]",span,53.8776869724752,"[1061.145263671875, 146.3000030517578, 5.4468994140625, 7]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,7,test_task_style,keep,style,run_20251112_005316_test_task_style/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_7_type.png,Type '42701' in 'ZIP Code' input,Type '42701' in the input above 'Submit' button,"(1071, 162)","[999.828125, 143, 143.15625, 39]",ZIP Code,"[""below""]",label,37.0,"[999.828125, 115, 143.15625, 21]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,7,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_7_type.png,Type '42701' in 'ZIP Code' input,Type '42701' in the input above 'Submit' button,"(1071, 145)","[999.828125, 125.5, 143.15625, 39]",,"[""above""]",span,78.2869337382722,"[1104.5, 209, 7.78125, 10]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,8,test_task_style,keep,original,run_20251112_005055_test_task_original/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_8_click.png,Click on 'Scheduling a Test Drive' span,Click on the span above 'Message' inputbox,"(1283, 540)","[1209.65625, 532.0, 146.828125, 16]",Message,"[""above""]",label,68.6481885522401,"[1196.65625, 568.0, 59.15625, 21]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,8,test_task_style,keep,precision,run_20251112_005206_test_task_precision/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_8_click.png,Click on 'Scheduling a Test Drive' span,Click on the span above 'Message' inputbox,"(1186, 481)","[1134.754638671875, 475.29998779296875, 102.7796630859375, 11.20001220703125]",Message,"[""above""]",label,48.0537893655249,"[1125.6546630859375, 500.5, 41.409423828125, 14.70001220703125]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,8,test_task_style,keep,style,run_20251112_005316_test_task_style/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_8_click.png,Click on 'Scheduling a Test Drive' span,Click on the span above 'Message' inputbox,"(1282, 540)","[1208.65625, 529.5, 146.828125, 21]",This Vehicle's Availability,"[""below""]",span,39.1046585130152,"[1208.65625, 492.536865234375, 154.171875, 21]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,8,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_8_click.png,Click on 'Scheduling a Test Drive' span,Click on the span above 'Message' inputbox,"(1267, 540)","[1209.65625, 534.0, 115.375, 12]",Message,"[""above""]",label,60.9435819280641,"[1196.65625, 570.0, 46.484375, 16.5]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,11,test_task_style,keep,original,run_20251112_005055_test_task_original/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_11_click.png,Click on 'Date' textbox,Click on the textbox above 'First Name',"(1287, 540)","[1196.65625, 520.5, 180.65625, 39]",First Name,"[""above""]",label,68.5277555716763,"[1196.65625, 571.5, 72.359375, 21]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,11,test_task_style,keep,precision,run_20251112_005206_test_task_precision/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_11_click.png,Click on 'Date' textbox,Click on the textbox above 'First Name',"(1189, 532)","[1125.6546630859375, 518, 126.4593505859375, 27.29998779296875]",First Name,"[""above""]",label,47.9693962225755,"[1125.6546630859375, 553.7000122070312, 50.651611328125, 14.699951171875]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,11,test_task_style,keep,style,run_20251112_005316_test_task_style/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_11_click.png,Click on 'Date' textbox,Click on the textbox above 'First Name',"(1286, 540)","[1195.65625, 520.5, 181.65625, 39]",First Name,"[""above""]",label,42.0,"[1195.65625, 574.5625, 181.65625, 21]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,11,test_task_style,keep,text_shrink,run_20251113_005227_test_task_text_shrink/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_11_click.png,Click on 'Date' textbox,Click on the textbox above 'First Name',"(1287, 540)","[1196.65625, 520.5, 180.65625, 39]",First Name,"[""above""]",label,68.5277555716763,"[1196.65625, 571.5, 72.359375, 21]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,16,test_task_style,keep,original,run_20251112_005055_test_task_original/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_16_type.png,Type 'Smith' in 'Last Name' textbox,Type the textbox above 'Phone(Optional)',"(1484, 540)","[1393.3125, 520.5, 180.65625, 39]",Phone(Optional),"[""above""]",label,58.4110652108186,"[1393.3125, 571.5, 99.46875, 21]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,16,test_task_style,keep,precision,run_20251112_005206_test_task_precision/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_16_type.png,Type 'Smith' in 'Last Name' textbox,Type the textbox above 'Phone(Optional)',"(1327, 540)","[1263.3140869140625, 526.3500061035156, 126.4593505859375, 27.29998779296875]",Phone(Optional),"[""above""]",label,40.8877362824593,"[1263.3140869140625, 562.0499572753906, 69.6280517578125, 14.70001220703125]",
6b215dbb-a2c4-451c-9c34-9bafe6660c14,16,test_task_style,keep,style,run_20251112_005316_test_task_style/6b215dbb-a2c4-451c-9c34-9bafe6660c14/screenshots/step_16_type.png,Type 'Smith' in 'Last Name' textbox,Type the textbox above 'Phone(Optional)',"(1484, 540)","[1393.3125, 520.5, 181.65625, 39]",Phone(Optional),"[""above""]",label,42.0,"[1393.3125, 568.46875, 181.65625, 21]",
